block	line	offset	kind	speaker	flag	win	cells	budget	japanese	english
186	1	0x005526	page			2323	6	12	渋谷を中心に	
186	2	0x005534	page			2323	13	26	連続殺人事件が発生している	
187	0	0x005552	page			2323	5	10	犠牲者には	
187	1	0x00555E	page			2323	12	24	渋谷を本拠にするギャング	
188	0	0x00557A	page			2424	12	24	『メタル・ラビリンス』の	
188	1	0x005594	page			2424	7	14	メンバーが多く	
189	0	0x0055A6	page			2424	10	20	ギャング同士の抗争に	
189	1	0x0055BC	page			2424	11	22	まつわると見られている	
190	0	0x0055D6	page			2323	2	4	現在	
190	1	0x0055DC	page			2323	12	24	目撃者の証言をもとにした	
190	2	0x0055F6	page			2323	12	24	犯人の姿が公開されている	
191	0	0x005612	page			2424	8	16	犯人は神出鬼没で	
191	1	0x005624	page			2424	4	8	犠牲者を	
191	2	0x00562E	page			2424	9	18	一刀両断にしている	
192	0	0x005644	page			2323	9	18	凶器は鋭利な刃物と	
192	1	0x005658	page			2323	8	16	推定されているが	
192	2	0x00566A	page			2323	8	16	詳細は不明である	
193	0	0x00567E	page			2424	3	6	犯人の	
193	1	0x005686	page			2424	12	24	あまりの神出鬼没ぶりから	
194	0	0x0056A2	page			2424	4	8	事件には	
194	1	0x0056AC	page			2424	12	24	魔法が関わっているのでは	
194	2	0x0056C6	page			2424	8	16	という見解もある	
195	0	0x0056DA	page			2323	4	8	渋谷では	
195	1	0x0056E4	page			2323	11	22	ストリート・ギャングの	
195	2	0x0056FC	page			2323	7	14	抗争事件が激化	
196	0	0x00570E	page			2424	11	22	重大な問題になっている	
197	0	0x005728	page			2424	6	12	抗争の主役は	
197	1	0x005736	page			2424	8	16	渋谷を本拠にする	
197	2	0x005748	page			2424	11	22	『メタル・ラビリンス』	
198	0	0x005762	page			2424	8	16	もう一方の主役が	
198	1	0x005774	page			2424	7	14	横浜のギャング	
198	2	0x005784	page			2424	11	22	『ウイザーズ・エッジ』	
199	0	0x00579E	page			2424	9	18	この日の銃撃戦では	
199	1	0x0057B2	page			2424	3	6	双方に	
199	2	0x0057BA	page			2424	11	22	多数の犠牲者が出ている	
200	0	0x0057D4	page			2424	2	4	特に	
200	1	0x0057DA	page			2424	11	22	ウイザーズ側の死傷者は	
200	2	0x0057F2	page			2424	7	14	十数名にのぼり	
201	0	0x005804	page			2424	5	10	報復による	
201	1	0x005810	page			2424	11	22	戦いの激化が心配される	
202	0	0x00582C	count			2323	2	4	周囲	
202	1	0x005832	count			2323	2	4	住人	
202	2	0x005838	count			2323	2	4	地面	
203	0	0x005840	count				2	4	仲間	
203	1	0x005846	count				2	4	住人	
204	0	0x00584E	count				8	16	打ち解けるように	
204	1	0x005860	count				8	16	取り引する	
204	2	0x005872	count				8	16	ごく普通に	
204	3	0x005884	count				8	16	関わりにならない	
205	0	0x005898	count				12	24	所持金　　　　　　　新円	
205	1	0x0058B2	count				12	24	情報料　　　　　　0新円	
206	0	0x0058CE	count				11	22	0123456789	
207	0	0x0058EC	page	0200	0000		5	10	最初のころ	
207	1	0x0058F8	page	0200	0000		6	12	事件はここで	
207	2	0x005906	page	0200	0000		7	14	起こってたのね	
208	0	0x00591E	page	0200	0000	2323	5	10	裏路地かぁ	
208	1	0x00592A	page	0200	0000	2323	5	10	表通りとは	
208	2	0x005936	page	0200	0000	2323	10	20	ずいぶん違う感じだわ	
209	0	0x005954	page	0200	0000	2323	12	24	あちこち汚れてて嫌な感じ	
209	1	0x00596E	page	0200	0000	2323	10	20	1人で来るところじゃ	
209	2	0x005984	page	0200	0000	2323	4	8	ないわね	
210	0	0x005996	page	0200	0000	2323	5	10	あたり一面	
210	1	0x0059A2	page	0200	0000	2323	8	16	落書きだらけ……	
211	0	0x0059B6	page			2424	10	20	ギャングたちが残した	
211	1	0x0059CC	page			2424	4	8	落書きね	
212	0	0x0059DE	page	0200	0000	2424	2	4	……	
212	1	0x0059E4	page	0200	0000	2424	5	10	お世辞にも	
212	2	0x0059F0	page	0200	0000	2424	9	18	上品とは言えないわ	
213	0	0x005A0C	page	1C00	0001	2323	2	4	へっ	
213	1	0x005A12	page	1C00	0001	2323	11	22	じろじろ見るんじゃねえ	
214	0	0x005A32	page	0200	0000	2323	11	22	ストリートの住人たちね	
214	1	0x005A4A	page	0200	0000	2323	4	8	ちょっと	
214	2	0x005A54	page	0200	0000	2323	11	22	近よりにくい雰囲気だわ	
215	0	0x005A74	page	0000	0000	2323	13	26	ストリートの連中は苦手か？	
216	0	0x005A98	page	0200	0000	2424	12	24	そういうわけじゃないけど	
216	1	0x005AB2	page	0200	0000	2424	5	10	もうすこし	
216	2	0x005ABE	page	0200	0000	2424	11	22	きれいにしてくれればね	
217	0	0x005ADE	page	0200	0000	2323	5	10	もともとは	
217	1	0x005AEA	page	0200	0000	2323	3	6	地面が	
217	2	0x005AF2	page	0200	0000	2323	12	24	むき出しだったそうだけど	
218	0	0x005B0E	page			2424	8	16	舗装されてからは	
218	1	0x005B20	page			2424	12	24	事件は起きてないって話ね	
219	0	0x005B42	page	0300	0000	2323	7	14	このあたりには	
219	1	0x005B52	page	0300	0000	2323	3	6	新しく	
219	2	0x005B5A	page	0300	0000	2323	9	18	ビルが建つようです	
220	0	0x005B76	page	0000	0000	2323	10	20	ビルが建ってしまうと	
220	1	0x005B8C	page	0000	0000	2323	6	12	ストリートも	
220	2	0x005B9A	page	0000	0000	2323	8	16	住みにくくなるな	
221	0	0x005BB4	page	0200	0000	2323	6	12	ひょっとして	
221	1	0x005BC2	page	0200	0000	2323	12	24	事件が起きなくなったのは	
221	2	0x005BDC	page	0200	0000	2323	8	16	舗装されたから？	
222	0	0x005BF6	page	0100	0000	2424	3	6	まさか	
222	1	0x005BFE	page	0100	0000	2424	11	22	たんなる偶然だろう……	
223	0	0x005C1E	page	0200	0000	2424	2	4	うん	
224	0	0x005C26	page			2424	3	6	でもさ	
224	1	0x005C2E	page			2424	15	30	なんとなく引っかかるのよね……	
225	0	0x005C56	page	0000	0000	2424	3	6	でたな	
225	1	0x005C5E	page	0000	0000	2424	12	24	シャーマンの勘ってやつか	
226	0	0x005C80	page	0200	0000	2424	12	24	そういうわけじゃないけど	
226	1	0x005C9A	page	0200	0000	2424	12	24	ちょっと気になっただけよ	
227	0	0x005CBC	page	0200	0000	2323	3	6	彼らに	
227	1	0x005CC4	page	0200	0000	2323	8	16	話を聞かなくちゃ	
228	0	0x005CDE	page	0000	0000	2323	4	8	辻斬りが	
228	1	0x005CE8	page	0000	0000	2323	9	18	なりをひそめてる？	
228	2	0x005CFC	page	0000	0000	2323	9	18	どういうことだい？	
229	0	0x005D18	page	1C00	0001	2424	5	10	知らねえよ	
229	1	0x005D24	page	1C00	0001	2424	9	18	あいつもいっときは	
229	2	0x005D38	page	1C00	0001	2424	11	22	派手に暴れてやがったが	
230	0	0x005D52	page			2424	5	10	ここんとこ	
230	1	0x005D5E	page			2424	6	12	このへんじゃ	
230	2	0x005D6C	page			2424	10	20	噂も聞かなくなったぜ	
231	0	0x005D8A	page	0000	0000	2424	9	18	なりをひそめたのは	
231	1	0x005D9E	page	0000	0000	2424	11	22	いつごろかわかるかい？	
232	0	0x005DBE	page	1C00	0001	2424	10	20	ちゃんとした時期まで	
232	1	0x005DD4	page	1C00	0001	2424	11	22	覚えてるわけじゃねえが	
233	0	0x005DEE	page			2424	4	8	そうだな	
233	1	0x005DF8	page			2424	4	8	ちょうど	
233	2	0x005E02	page			2424	10	20	ビルを建てるってんで	
234	0	0x005E1A	page			2424	5	10	このへんを	
234	1	0x005E26	page			2424	12	24	舗装しちまった頃からだな	
235	0	0x005E48	page	1C00	0001	2323	7	14	いまとなっちゃ	
235	1	0x005E58	page	1C00	0001	2323	10	20	ギャングどものほうが	
235	2	0x005E6E	page	1C00	0001	2323	5	10	恐ろしいね	
236	0	0x005E7C	page			2424	8	16	また我がもの顔で	
236	1	0x005E8E	page			2424	5	10	このへんを	
236	2	0x005E9A	page			2424	12	24	荒らすんじゃねえかってね	
237	0	0x005EB6	page			2424	10	20	辻斬りが出てたころは	
237	1	0x005ECC	page			2424	4	8	さすがに	
237	2	0x005ED6	page			2424	10	20	連中もおとなしかった	
238	0	0x005EF4	page	0000	0000	2323	6	12	ありがとうよ	
238	1	0x005F02	page	0000	0000	2323	10	20	いろいろ参考になった	
239	0	0x005F20	page	1C00	0001	2424	5	10	おまえさん	
239	1	0x005F2C	page	1C00	0001	2424	12	24	辻斬りを追ってるのかい？	
240	0	0x005F4E	page	0000	0000	2424	3	6	まあね	
240	1	0x005F56	page	0000	0000	2424	7	14	そんなところさ	
241	0	0x005F6E	page	1C00	0001	2424	2	4	なら	
241	1	0x005F74	page	1C00	0001	2424	8	16	チョロってガキを	
241	2	0x005F86	page	1C00	0001	2424	5	10	捜してみな	
242	0	0x005F94	page			2424	8	16	辻斬りに襲われて	
242	1	0x005FA6	page			2424	10	20	生き延びたって噂だぜ	
243	0	0x005FC4	page	1C00	0001	2323	12	24	まあ、せいぜい気をつけな	
244	0	0x005FE6	page	1C00	0001	2323	2	4	ああ	
244	1	0x005FEC	page	1C00	0001	2323	5	10	いっときは	
244	2	0x005FF8	page	1C00	0001	2323	10	20	結構な騒ぎになったが	
245	0	0x006010	page			2424	7	14	どういうわけか	
245	1	0x006020	page			2424	6	12	このへんじゃ	
245	2	0x00602E	page			2424	9	18	出なくなっちまった	
246	0	0x00604A	page	0100	0000	2424	13	26	このあたりに出なくなった？	
246	1	0x006066	page	0100	0000	2424	10	20	それはいつ頃からだ？	
247	0	0x006084	page	1C00	0001	2424	9	18	はっきりしたことは	
247	1	0x006098	page	1C00	0001	2424	6	12	覚えてねえよ	
248	0	0x0060A8	page			2424	4	8	……でも	
248	1	0x0060B2	page			2424	11	22	噂を聞かなくなったのは	
249	0	0x0060CC	page			2424	5	10	このへんが	
249	1	0x0060D8	page			2424	10	20	舗装された頃からだな	
250	0	0x0060F0	page			2424	12	24	辻斬り騒ぎがあったころは	
250	1	0x00610A	page			2424	7	14	このへんの土が	
250	2	0x00611A	page			2424	9	18	むき出しになってた	
251	0	0x006136	page	0100	0000	2424	3	6	……？	
252	0	0x006146	page	1C00	0001	2323	2	4	まあ	
252	1	0x00614C	page	1C00	0001	2323	7	14	ギャングばかり	
252	2	0x00615C	page	1C00	0001	2323	8	16	襲われてたからな	
253	0	0x006170	page			2424	4	8	辻斬りも	
253	1	0x00617A	page			2424	7	14	ギャングどもの	
253	2	0x00618A	page			2424	9	18	抗争がらみだろうさ	
254	0	0x0061A0	page			2424	11	22	メタルの連中が戦ってた	
254	1	0x0061B8	page			2424	10	20	ウイザーズって連中が	
254	2	0x0061CE	page			2424	9	18	怪しいんじゃねえの	
255	0	0x0061E4	page			2424	11	22	連中は魔法を使うからな	
255	1	0x0061FC	page			2424	7	14	そういう奴らは	
255	2	0x00620C	page			2424	12	24	何をやってもおかしくねえ	
256	0	0x00622E	page	0200	0000	2424	5	10	ちょっと！	
256	1	0x00623A	page	0200	0000	2424	8	16	どういう意味よ！	
257	0	0x006254	page	0000	0000	2424	4	8	まあまあ	
257	1	0x00625E	page	0000	0000	2424	5	10	落ちつけよ	
258	0	0x00626C	page			2424	5	10	こいつらも	
258	1	0x006278	page			2424	8	16	別にマオのことを	
258	2	0x00628A	page			2424	10	20	言ったわけじゃないさ	
259	0	0x0062A8	page	0100	0000	2323	8	16	魔法っていったが	
259	1	0x0062BA	page	0100	0000	2323	12	24	心当たりでもあるのかい？	
260	0	0x0062DC	page	1C00	0001	2424	3	6	犯人は	
260	1	0x0062E4	page	1C00	0001	2424	14	28	人間じゃないって噂があるんだ	
261	0	0x006304	page			2424	4	8	もっとも	
262	0	0x006310	page			2424	8	16	辻斬りに襲われた	
262	1	0x006322	page			2424	7	14	どこかのガキが	
262	2	0x006332	page			2424	9	18	言ってたことらしい	
263	0	0x006348	page			2424	4	8	あんまり	
263	1	0x006352	page			2424	10	20	アテにはなんねえがね	
264	0	0x006370	page	0100	0000	2323	6	12	どこに行けば	
264	1	0x00637E	page	0100	0000	2323	9	18	その子供に会える？	
265	0	0x00639A	page	1C00	0001	2424	5	10	知らねえよ	
265	1	0x0063A6	page	1C00	0001	2424	2	4	だが	
265	2	0x0063AC	page	1C00	0001	2424	10	20	このへんじゃ無理だね	
266	0	0x0063C4	page			2424	5	10	名前は……	
266	1	0x0063D0	page			2424	4	8	確か……	
266	2	0x0063DA	page			2424	11	22	チョロっていったか……	
267	0	0x0063FA	page	1C00	0001	2323	8	16	教えてやれるのは	
267	1	0x00640C	page	1C00	0001	2323	7	14	そのくらいだな	
268	0	0x006424	page	0200	0000	2323	9	18	辻斬り事件のことで	
268	1	0x006438	page	0200	0000	2323	8	16	なにか知らない？	
269	0	0x006452	page	1C00	0001	2424	9	18	ああ、そのことかい	
269	1	0x006466	page	1C00	0001	2424	11	22	まったく、このあたりも	
269	2	0x00647E	page	1C00	0001	2424	11	22	ぶっそうになったもんさ	
270	0	0x006498	page			2424	7	14	ギャングどもが	
270	1	0x0064A8	page			2424	9	18	ドンパチやるうえに	
270	2	0x0064BC	page			2424	10	20	辻斬り騒ぎだからねえ	
271	0	0x0064D4	page			2424	9	18	ところが、辻斬りも	
271	1	0x0064E8	page			2424	7	14	このあたりじゃ	
271	2	0x0064F8	page			2424	9	18	なりをひそめてんだ	
272	0	0x006514	page	0200	0000	2424	7	14	どういうこと？	
273	0	0x00652C	page	1C00	0001	2424	7	14	俺ゃしらねえよ	
273	1	0x00653C	page	1C00	0001	2424	9	18	でも、このあたりが	
273	2	0x006550	page	1C00	0001	2424	12	24	舗装されてからのことだな	
274	0	0x00656C	page			2424	10	20	このへんは、もともと	
274	1	0x006582	page			2424	11	22	土がむき出しだったんだ	
275	0	0x00659C	page			2424	2	4	だが	
275	1	0x0065A2	page			2424	12	24	新しいビルを建てるとかで	
276	0	0x0065BE	page			2424	4	8	いまじゃ	
276	1	0x0065C8	page			2424	12	24	すっかり舗装されてるのさ	
277	0	0x0065E4	page			2424	4	8	そのうち	
277	1	0x0065EE	page			2424	6	12	このへんにゃ	
277	2	0x0065FC	page			2424	12	24	住めなくなっちまうのかね	
278	0	0x00661E	page	1C00	0001	2323	8	16	俺が知ってるのは	
278	1	0x006630	page	1C00	0001	2323	7	14	これで全部だぜ	
279	0	0x006648	page	1C00	0001	2323	11	22	まだ何か用があるのかい	
280	0	0x006668	page	FF00	0000	2323	13	26	どのように話しかけますか？	
281	0	0x00668C	page	0000	0000	2323	6	12	ここらへんも	
281	1	0x00669A	page	0000	0000	2323	10	20	ビルが建つみたいだな	
282	0	0x0066B2	page			2424	6	12	住むところが	
282	1	0x0066C0	page			2424	11	22	どんどんなくなっちまう	
283	0	0x0066E0	page	1C00	0001	2424	2	4	ふん	
283	1	0x0066E6	page	1C00	0001	2424	5	10	よそもんが	
283	2	0x0066F2	page	1C00	0001	2424	11	22	心配するこっちゃねえさ	
284	0	0x006712	page	0000	0000	2424	7	14	別にきまぐれで	
284	1	0x006722	page	0000	0000	2424	11	22	心配してるわけじゃない	
285	0	0x00673C	page			2424	4	8	俺だって	
285	1	0x006746	page			2424	9	18	ストリート育ちだぜ	
286	0	0x006762	page	1C00	0001	2424	2	4	ふん	
286	1	0x006768	page	1C00	0001	2424	10	20	ならわかってんだろ？	
287	0	0x006780	page			2424	11	22	このへんがダメになりゃ	
287	1	0x006798	page			2424	9	18	また新しい寝ぐらを	
287	2	0x0067AC	page			2424	6	12	さがすだけさ	
288	0	0x0067BC	page			2424	12	24	俺たちが気にかけてんのは	
288	1	0x0067D6	page			2424	8	16	もっと別のことさ	
289	0	0x0067F0	page	0000	0000	2424	6	12	辻斬りかい？	
290	0	0x006806	page	1C00	0001	2424	12	24	ありゃ確かに物騒だったが	
290	1	0x006820	page	1C00	0001	2424	4	8	いまじゃ	
290	2	0x00682A	page	1C00	0001	2424	11	22	なりをひそめてやがるぜ	
291	0	0x00684A	page	0100	0000	2323	12	24	聞きたいことがあるんだが	
291	1	0x006864	page	0100	0000	2323	5	10	いいかい？	
292	0	0x006878	page	1C00	0001	2424	9	18	なんだ、あんたは？	
293	0	0x006894	page	0100	0000	2424	10	20	別に怪しい者じゃない	
294	0	0x0068AC	page			2424	3	6	それに	
294	1	0x0068B4	page			2424	10	20	タダで教えてくれとも	
294	2	0x0068CA	page			2424	5	10	言わないさ	
295	0	0x0068DE	page	FF00	0000	2323	9	18	いくら渡しますか？	
296	0	0x0068FA	page	0200	0000	2323	9	18	お金が足りないわよ	
297	0	0x006916	page	0200	0000	2323	9	18	ケチケチしないでよ	
298	0	0x006932	page	0200	0000	2323	8	16	そんなに渡すの？	
299	0	0x00694C	page	1C00	0001	2323	2	4	へっ	
299	1	0x006952	page	1C00	0001	2323	4	8	なんだい	
299	2	0x00695C	page	1C00	0001	2323	11	22	聞きたいことってのは？	
300	0	0x00697C	page	0100	0000	2424	12	24	このあたりに出るっていう	
300	1	0x006996	page	0100	0000	2424	7	14	辻斬りのことさ	
301	0	0x0069A8	page			2424	6	12	なんでもいい	
301	1	0x0069B6	page			2424	11	22	知ってることがあったら	
301	2	0x0069CE	page			2424	5	10	教えてくれ	
302	0	0x0069E2	page	0200	0000	2323	2	4	ねえ	
302	1	0x0069E8	page	0200	0000	2323	12	24	少し話を聞きたいんだけど	
303	0	0x006A0A	page	1C00	0001	2424	8	16	あっ、なんだい？	
304	0	0x006A24	page	0300	0000	2323	11	22	どうも、こういう場所は	
304	1	0x006A3C	page	0300	0000	2323	9	18	苦手なんですが……	
305	0	0x006A58	page	0300	0000	2424	5	10	あなたがた	
305	1	0x006A64	page	0300	0000	2424	7	14	辻斬りのことで	
305	2	0x006A74	page	0300	0000	2424	9	18	何か知りませんか？	
306	0	0x006A90	page	1C00	0001	2424	6	12	辻斬りだあ？	
306	1	0x006A9E	page	1C00	0001	2424	2	4	もう	
306	2	0x006AA4	page	1C00	0001	2424	12	24	このへんじゃ出てねえよ！	
307	0	0x006AC6	page	0300	0000	2424	11	22	それはいつ頃からです？	
308	0	0x006AE6	page	1C00	0001	2424	6	12	うるせえな！	
308	1	0x006AF4	page	1C00	0001	2424	3	6	ここが	
308	2	0x006AFC	page	1C00	0001	2424	10	20	舗装されてからだよ！	
309	0	0x006B14	page			2424	5	10	わかったら	
309	1	0x006B20	page			2424	8	16	あっちへいきな！	
310	0	0x006B3A	page	0300	0000	2424	4	8	やれやれ	
310	1	0x006B44	page	0300	0000	2424	7	14	とりつくしまも	
310	2	0x006B54	page	0300	0000	2424	6	12	ありませんね	
311	0	0x006B6A	page	0200	0000	2424	5	10	あんたねえ	
311	1	0x006B76	page	0200	0000	2424	7	14	相手を怒らせて	
311	2	0x006B86	page	0200	0000	2424	7	14	どうするのよ！	
312	0	0x006B98	page			2424	11	22	話なんかしたくないって	
312	1	0x006BB0	page			2424	10	20	顔に書いてあったわよ	
313	0	0x006BCE	page	0300	0000	2424	9	18	え？　そうですか？	
313	1	0x006BE2	page	0300	0000	2424	7	14	そんなつもりは	
313	2	0x006BF2	page	0300	0000	2424	10	20	なかったんですが……	
314	0	0x006C0C	count			2323	4	8	周囲	
314	1	0x006C16	count			2323	4	8	地面	
314	2	0x006C20	count			2323	4	8	ギャング	
314	3	0x006C2A	count			2323	4	8	チョロ	
315	0	0x006C36	count				5	10	仲間	
315	1	0x006C42	count				5	10	ギャング1	
315	2	0x006C4E	count				5	10	ギャング2	
315	3	0x006C5A	count				5	10	チョロ	
316	0	0x006C68	count				4	8	助ける	
316	1	0x006C72	count				4	8	助けない	
317	0	0x006C82	page	0200	0000		10	20	最近は、このあたりで	
317	1	0x006C98	page	0200	0000		9	18	事件が起こっている	
318	0	0x006CB4	page	0200	0000	2424	6	12	襲われた者は	
318	1	0x006CC2	page	0200	0000	2424	12	24	ここに追い込まれるという	
319	0	0x006CE4	page	0200	0000	2323	3	6	建物が	
319	1	0x006CEC	page	0200	0000	2323	11	22	取り壊された跡みたいね	
320	0	0x006D0C	page	0200	0000	2424	7	14	新しいビルでも	
320	1	0x006D1C	page	0200	0000	2424	8	16	建てるのかしら？	
321	0	0x006D36	page	0200	0000	2323	9	18	いまどき珍しいわね	
321	1	0x006D4A	page	0200	0000	2323	9	18	土がむき出しなんて	
322	0	0x006D66	page	0200	0000	2323	10	20	メタル・ラビリンスの	
322	1	0x006D7C	page	0200	0000	2323	5	10	メンバーよ	
323	0	0x006D90	page	0200	0000	2424	8	16	辻斬りを警戒して	
323	1	0x006DA2	page	0200	0000	2424	10	20	張りこんでるみたいね	
324	0	0x006DC0	page	0200	0000	2323	8	16	張りこみにしては	
324	1	0x006DD2	page	0200	0000	2323	11	22	緊張感が足りないみたい	
325	0	0x006DF2	page	0000	0000	2323	9	18	辻斬りの張りこみか	
325	1	0x006E06	page	0000	0000	2323	8	16	ごくろうなことだ	
326	0	0x006E20	page	0000	0000	2323	3	6	連中も	
326	1	0x006E28	page	0000	0000	2323	11	22	殺られなきゃいいが……	
327	0	0x006E48	page	0000	0000	2323	8	16	辻斬りに襲われて	
327	1	0x006E5A	page	0000	0000	2323	10	20	生き延びた子供か……	
328	0	0x006E78	page	0000	0000	2424	6	12	なんとかして	
328	1	0x006E86	page	0000	0000	2424	7	14	見つけないとな	
329	0	0x006E9E	page	0100	0000	2323	4	8	とにかく	
329	1	0x006EA8	page	0100	0000	2323	4	8	あちこち	
329	2	0x006EB2	page	0100	0000	2323	10	20	あたってみるしかない	
330	0	0x006ED0	page	1E00	0001	2323	6	12	あ〜まったく	
331	0	0x006EE0	page			2424	10	20	いつ出るかわかんねえ	
331	1	0x006EF6	page			2424	11	22	辻斬りを張り込むなんて	
331	2	0x006F0E	page			2424	7	14	退屈なもんだぜ	
332	0	0x006F26	page	0200	0000	2323	2	4	ねえ	
332	1	0x006F2C	page	0200	0000	2323	7	14	チョロっていう	
332	2	0x006F3C	page	0200	0000	2323	8	16	子供を知らない？	
333	0	0x006F56	page	1E00	0001	2424	2	4	あ？	
334	0	0x006F5E	page			2424	8	16	ああ、知ってるぜ	
334	1	0x006F70	page			2424	8	16	辻斬りに襲われて	
334	2	0x006F82	page			2424	12	24	生き延びたってガキだろ？	
335	0	0x006FA4	page	0200	0000	2424	7	14	知ってるのね！	
335	1	0x006FB4	page	0200	0000	2424	9	18	このあたりを捜せば	
335	2	0x006FC8	page	0200	0000	2424	4	8	会える？	
336	0	0x006FDA	page	1E00	0001	2424	8	16	そいつはどうかな	
336	1	0x006FEC	page	1E00	0001	2424	8	16	やたら用心深くて	
336	2	0x006FFE	page	1E00	0001	2424	10	20	めったに姿を見せない	
337	0	0x007016	page			2424	4	8	俺だって	
337	1	0x007020	page			2424	4	8	あんまり	
337	2	0x00702A	page			2424	9	18	見たことねえからな	
338	0	0x007046	page	1F00	0001	2424	9	18	俺は見たことあるぜ	
338	1	0x00705A	page	1F00	0001	2424	4	8	あのガキ	
338	2	0x007064	page	1F00	0001	2424	10	20	妙な魔法を使いやがる	
339	0	0x007082	page	0200	0000	2424	3	6	魔法？	
340	0	0x007092	page	1F00	0001	2424	2	4	ああ	
341	0	0x00709A	page			2424	9	18	からかおうとしたら	
341	1	0x0070AE	page			2424	4	8	すうっと	
341	2	0x0070B8	page			2424	10	20	姿を消しちまったのさ	
342	0	0x0070D6	page	0200	0000	2424	1	2	？	
343	0	0x0070E2	page	0200	0000	2323	4	8	あなたは	
343	1	0x0070EC	page	0200	0000	2323	7	14	何か知らない？	
344	0	0x007104	page	1F00	0001	2424	2	4	いや	
345	0	0x00710C	page			2424	3	6	最近は	
345	1	0x007114	page			2424	9	18	特に変わったことも	
345	2	0x007128	page			2424	5	10	ねえからな	
346	0	0x00713C	page	0200	0000	2323	10	20	人の気配がないわ……	
347	0	0x00715A	page	0200	0000	2323	11	22	……なにか聞こえない？	
348	0	0x00717A	page	0200	0000	2323	6	12	悲鳴みたい！	
348	1	0x007188	page	0200	0000	2323	5	10	あっちよ！	
349	0	0x00719C	page	0100	0000	2323	9	18	雰囲気が妙だな……	
350	0	0x0071B8	page	0000	0000	2323	7	14	行ってみよう！	
351	0	0x0071CA	page			2323	6	12	この野郎っ！	
351	1	0x0071D8	page			2323	10	20	くたばりやがれっ！！	
352	0	0x0071F6	page	0000	0000	2323	9	18	こいつが辻斬りっ！	
353	0	0x007212	page	0000	0000	2323	3	6	う……	
353	1	0x00721A	page	0000	0000	2323	5	10	消えた……	
353	2	0x007226	page	0000	0000	2323	7	14	魔法を使った？	
354	0	0x00723A	page			2323	6	12	……うう……	
355	0	0x007250	page	0000	0000	2323	7	14	しっかりしろ！	
356	0	0x00726A	page	FF00	0001	2424	7	14	……くそう……	
356	1	0x00727A	page	FF00	0001	2424	7	14	思い出した……	
357	0	0x00728C	page			2424	7	14	……あいつ……	
357	1	0x00729C	page			2424	8	16	……影使いの……	
358	0	0x0072B8	page	0000	0000	2424	8	16	……『影使い』！	
358	1	0x0072CA	page	0000	0000	2424	10	20	ウイザーズ・エッジの	
358	2	0x0072E0	page	0000	0000	2424	8	16	魔法使いの名だ！	
359	0	0x0072FA	page	0000	0000	2323	5	10	影使い……	
359	1	0x007306	page	0000	0000	2323	3	6	やはり	
359	2	0x00730E	page	0000	0000	2323	12	24	ウイザーズの仕業なのか？	
360	0	0x007330	page	0200	0000	2424	2	4	……	
361	0	0x00733E	page	0200	0000	2323	5	10	静かね……	
361	1	0x00734A	page	0200	0000	2323	4	8	辻斬りは	
361	2	0x007354	page	0200	0000	2323	8	16	出てくるかしら？	
362	0	0x00736E	page	0000	0000	2424	7	14	いつかは……な	
363	0	0x007386	page	0000	0000	2323	4	8	さあ……	
363	1	0x007390	page	0000	0000	2323	3	6	行くぞ	
364	0	0x00739C	count			2323	3	6	周囲	
364	1	0x0073A4	count			2323	3	6	ダクト	
364	2	0x0073AC	count			2323	3	6	少年	
365	0	0x0073B6	count				3	6	周囲	
365	1	0x0073BE	count				3	6	ダクト	
365	2	0x0073C6	count				3	6	チョロ	
366	0	0x0073D0	count				2	4	仲間	
366	1	0x0073D6	count				2	4	少年	
367	0	0x0073DE	count				3	6	仲間	
367	1	0x0073E6	count				3	6	チョロ	
368	0	0x0073F4	page	0200	0000		5	10	以蔵さんは	
368	1	0x007400	page	0200	0000		10	20	ここに逃げ込んだのね	
369	0	0x007418	page			2424	11	22	表通りから離れてるから	
369	1	0x007430	page			2424	10	20	人の姿が見えないわね	
370	0	0x00744E	page	0200	0000	2323	3	6	ここも	
370	1	0x007456	page	0200	0000	2323	11	22	地面が見えてるけど……	
371	0	0x007476	page	0202	0000	2323	8	16	ちょっと待って！	
371	1	0x007488	page	0202	0000	2323	6	12	誰かいるわ！	
372	0	0x00749E	page	0000	0000	2424	8	16	どうした、マオ？	
372	1	0x0074B0	page	0000	0000	2424	7	14	何も見えないぞ	
373	0	0x0074C8	page	0202	0000	2424	10	20	人よ！　人がいるの！	
373	1	0x0074DE	page	0202	0000	2424	9	18	まだ小さな男の子が	
373	2	0x0074F2	page	0202	0000	2424	11	22	おかしなクリッターに！	
374	0	0x00750C	page			2424	9	18	こっち、こっちよ！	
375	0	0x007528	page	0200	0000	2323	7	14	あのダクトは？	
376	0	0x007540	page	0300	0000	2424	5	10	地下作業の	
376	1	0x00754C	page	0300	0000	2424	10	20	換気用ダクトでしょう	
377	0	0x007564	page			2424	7	14	このあたりじゃ	
377	1	0x007574	page			2424	8	16	あちこちで地面を	
377	2	0x007586	page			2424	12	24	掘り返してるようですから	
378	0	0x0075A8	page	0000	0000	2323	9	18	まだ子供じゃないか	
379	0	0x0075C4	page	0200	0000	2424	12	24	このあたりに住みついてる	
379	1	0x0075DE	page	0200	0000	2424	10	20	ストリート・キッドね	
380	0	0x0075FC	page	0000	0000	2323	10	20	以蔵を襲った辻斬りは	
